Gene	sgRNA(sample1_21day/sample1_7day)	sample1_7day	sample1_21day	log2(sample1_21day/sample1_7day)	abs_log2(sample1_21day/sample1_7day)
NonTargetingControlGuideForHuman_0683	HGLibB_57711	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0684	HGLibB_57712	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0685	HGLibB_57713	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0686	HGLibB_57714	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0687	HGLibB_57715	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0688	HGLibB_57716	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0689	HGLibB_57717	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0690	HGLibB_57718	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0691	HGLibB_57719	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0692	HGLibB_57720	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0722	HGLibB_57750	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0723	HGLibB_57751	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0724	HGLibB_57752	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0751	HGLibB_57779	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0753	HGLibB_57781	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0754	HGLibB_57782	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0755	HGLibB_57783	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0756	HGLibB_57784	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0757	HGLibB_57785	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0758	HGLibB_57786	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0759	HGLibB_57787	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0760	HGLibB_57788	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0761	HGLibB_57789	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0762	HGLibB_57790	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0763	HGLibB_57791	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0764	HGLibB_57792	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0765	HGLibB_57793	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0766	HGLibB_57794	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0767	HGLibB_57795	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0768	HGLibB_57796	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0769	HGLibB_57797	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0770	HGLibB_57798	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0771	HGLibB_57799	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0772	HGLibB_57800	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0773	HGLibB_57801	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0774	HGLibB_57802	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0775	HGLibB_57803	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0752	HGLibB_57780	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0750	HGLibB_57778	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0725	HGLibB_57753	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0749	HGLibB_57777	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0726	HGLibB_57754	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0727	HGLibB_57755	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0728	HGLibB_57756	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0729	HGLibB_57757	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0730	HGLibB_57758	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0731	HGLibB_57759	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0732	HGLibB_57760	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0733	HGLibB_57761	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0734	HGLibB_57762	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0735	HGLibB_57763	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0736	HGLibB_57764	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0737	HGLibB_57765	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0738	HGLibB_57766	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0739	HGLibB_57767	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0740	HGLibB_57768	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0741	HGLibB_57769	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0742	HGLibB_57770	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0743	HGLibB_57771	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0744	HGLibB_57772	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0745	HGLibB_57773	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0746	HGLibB_57774	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0747	HGLibB_57775	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0748	HGLibB_57776	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0669	HGLibB_57697	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0668	HGLibB_57696	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0667	HGLibB_57695	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0585	HGLibB_57613	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0587	HGLibB_57615	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0588	HGLibB_57616	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0589	HGLibB_57617	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0590	HGLibB_57618	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0591	HGLibB_57619	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0592	HGLibB_57620	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0593	HGLibB_57621	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0594	HGLibB_57622	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0595	HGLibB_57623	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0596	HGLibB_57624	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0597	HGLibB_57625	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0598	HGLibB_57626	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0599	HGLibB_57627	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0600	HGLibB_57628	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0601	HGLibB_57629	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0602	HGLibB_57630	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0603	HGLibB_57631	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0604	HGLibB_57632	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0605	HGLibB_57633	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0606	HGLibB_57634	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0607	HGLibB_57635	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0608	HGLibB_57636	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0609	HGLibB_57637	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0586	HGLibB_57614	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0584	HGLibB_57612	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0611	HGLibB_57639	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0583	HGLibB_57611	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0559	HGLibB_57587	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0560	HGLibB_57588	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0561	HGLibB_57589	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0562	HGLibB_57590	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0563	HGLibB_57591	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0564	HGLibB_57592	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0565	HGLibB_57593	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0566	HGLibB_57594	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0568	HGLibB_57596	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0569	HGLibB_57597	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0570	HGLibB_57598	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0571	HGLibB_57599	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0572	HGLibB_57600	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0573	HGLibB_57601	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0574	HGLibB_57602	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0575	HGLibB_57603	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0576	HGLibB_57604	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0577	HGLibB_57605	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0578	HGLibB_57606	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0579	HGLibB_57607	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0580	HGLibB_57608	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0581	HGLibB_57609	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0582	HGLibB_57610	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0610	HGLibB_57638	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0612	HGLibB_57640	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0666	HGLibB_57694	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0639	HGLibB_57667	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0642	HGLibB_57670	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0643	HGLibB_57671	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0644	HGLibB_57672	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0645	HGLibB_57673	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0646	HGLibB_57674	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0647	HGLibB_57675	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0649	HGLibB_57677	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0650	HGLibB_57678	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0651	HGLibB_57679	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0652	HGLibB_57680	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0653	HGLibB_57681	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0654	HGLibB_57682	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0655	HGLibB_57683	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0656	HGLibB_57684	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0657	HGLibB_57685	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0658	HGLibB_57686	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0659	HGLibB_57687	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0660	HGLibB_57688	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0661	HGLibB_57689	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0662	HGLibB_57690	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0663	HGLibB_57691	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0664	HGLibB_57692	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0665	HGLibB_57693	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0641	HGLibB_57669	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0638	HGLibB_57666	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0613	HGLibB_57641	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0637	HGLibB_57665	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0614	HGLibB_57642	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0615	HGLibB_57643	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0616	HGLibB_57644	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0617	HGLibB_57645	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0618	HGLibB_57646	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0619	HGLibB_57647	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0620	HGLibB_57648	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0621	HGLibB_57649	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0622	HGLibB_57650	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0623	HGLibB_57651	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0624	HGLibB_57652	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0625	HGLibB_57653	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0626	HGLibB_57654	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0627	HGLibB_57655	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0628	HGLibB_57656	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0629	HGLibB_57657	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0630	HGLibB_57658	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0631	HGLibB_57659	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0632	HGLibB_57660	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0633	HGLibB_57661	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0634	HGLibB_57662	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0635	HGLibB_57663	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0636	HGLibB_57664	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0776	HGLibB_57804	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0777	HGLibB_57805	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0778	HGLibB_57806	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0917	HGLibB_57945	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0919	HGLibB_57947	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0920	HGLibB_57948	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0921	HGLibB_57949	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0922	HGLibB_57950	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0923	HGLibB_57951	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0924	HGLibB_57952	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0925	HGLibB_57953	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0926	HGLibB_57954	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0927	HGLibB_57955	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0928	HGLibB_57956	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0929	HGLibB_57957	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0930	HGLibB_57958	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0931	HGLibB_57959	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0932	HGLibB_57960	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0933	HGLibB_57961	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0934	HGLibB_57962	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0935	HGLibB_57963	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0936	HGLibB_57964	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0937	HGLibB_57965	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0938	HGLibB_57966	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0939	HGLibB_57967	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0940	HGLibB_57968	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0941	HGLibB_57969	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0918	HGLibB_57946	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0916	HGLibB_57944	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0943	HGLibB_57971	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0915	HGLibB_57943	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0892	HGLibB_57920	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0893	HGLibB_57921	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0894	HGLibB_57922	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0895	HGLibB_57923	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0896	HGLibB_57924	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0897	HGLibB_57925	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0898	HGLibB_57926	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0899	HGLibB_57927	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0900	HGLibB_57928	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0901	HGLibB_57929	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0902	HGLibB_57930	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0903	HGLibB_57931	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0904	HGLibB_57932	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0905	HGLibB_57933	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0906	HGLibB_57934	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0907	HGLibB_57935	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0908	HGLibB_57936	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0909	HGLibB_57937	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0910	HGLibB_57938	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0911	HGLibB_57939	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0912	HGLibB_57940	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0913	HGLibB_57941	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0914	HGLibB_57942	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0942	HGLibB_57970	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0944	HGLibB_57972	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0890	HGLibB_57918	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0973	HGLibB_58001	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0975	HGLibB_58003	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0976	HGLibB_58004	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0977	HGLibB_58005	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0978	HGLibB_58006	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0979	HGLibB_58007	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0980	HGLibB_58008	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0981	HGLibB_58009	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0982	HGLibB_58010	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0983	HGLibB_58011	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0984	HGLibB_58012	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0985	HGLibB_58013	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0986	HGLibB_58014	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0987	HGLibB_58015	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0988	HGLibB_58016	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0989	HGLibB_58017	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0990	HGLibB_58018	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0991	HGLibB_58019	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0992	HGLibB_58020	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0993	HGLibB_58021	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0994	HGLibB_58022	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0996	HGLibB_58024	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0997	HGLibB_58025	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0999	HGLibB_58027	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0974	HGLibB_58002	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0972	HGLibB_58000	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0945	HGLibB_57973	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0971	HGLibB_57999	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0946	HGLibB_57974	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0947	HGLibB_57975	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0948	HGLibB_57976	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0949	HGLibB_57977	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0950	HGLibB_57978	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0951	HGLibB_57979	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0952	HGLibB_57980	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0953	HGLibB_57981	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0954	HGLibB_57982	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0955	HGLibB_57983	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0956	HGLibB_57984	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0957	HGLibB_57985	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0960	HGLibB_57988	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0961	HGLibB_57989	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0962	HGLibB_57990	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0963	HGLibB_57991	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0964	HGLibB_57992	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0965	HGLibB_57993	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0966	HGLibB_57994	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0967	HGLibB_57995	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0968	HGLibB_57996	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0969	HGLibB_57997	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0970	HGLibB_57998	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0891	HGLibB_57919	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0889	HGLibB_57917	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0779	HGLibB_57807	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0806	HGLibB_57834	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0808	HGLibB_57836	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0809	HGLibB_57837	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0810	HGLibB_57838	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0811	HGLibB_57839	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0812	HGLibB_57840	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0813	HGLibB_57841	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0814	HGLibB_57842	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0815	HGLibB_57843	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0816	HGLibB_57844	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0817	HGLibB_57845	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0818	HGLibB_57846	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0819	HGLibB_57847	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0820	HGLibB_57848	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0821	HGLibB_57849	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0822	HGLibB_57850	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0823	HGLibB_57851	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0824	HGLibB_57852	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0825	HGLibB_57853	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0826	HGLibB_57854	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0827	HGLibB_57855	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0828	HGLibB_57856	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0829	HGLibB_57857	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0830	HGLibB_57858	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0807	HGLibB_57835	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0805	HGLibB_57833	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0832	HGLibB_57860	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0804	HGLibB_57832	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0780	HGLibB_57808	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0781	HGLibB_57809	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0782	HGLibB_57810	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0783	HGLibB_57811	0.0	0.0	0.0	0.0
NonTargetingControlGuideForHuman_0784	HGLibB_57812	0.0	0.0	0.0	0.0
